Roaster,Name,Review,Roaster_link,Origin,Roast,dollars_per_ounce,Review_date
BeanFruit Coffee Co.,Colombia Finca La Loma Microlot,"High-toned, sweetly tart. Bing cherry, cocoa nib, honeysuckle, cedar, a hint of thyme in aroma and cup. Sweet-tart structure with bright, juicy acidity. Full, syrupy mouthfeel. The engaging finish leads with notes of cherry and honeysuckle, and cocoa nib resurfaces in the long.",https://bit.ly/2RRowEb,"Huila, Colombia",Medium-Light,1.38,March 2020
Telluride Coffee Roasters,Aged Sumatra Espresso,"Evaluated as espresso. Sweet, odd, earth-toned. Caramel, orange, pecan, a hint of dark chocolate and a lot of fruit-scented earth--think fallen oranges in a citrus grove--in aroma and small cup. Fluffy mouthfeel. Chocolate comes forward in a sweet though drying finish. Three parts milk further develops the chocolate, while the earth notes persist, particularly in the finish. ",,Sumatra,Medium-Light,1.03,March 2020
JBC Coffee Roasters,Dukunde Kawa Rwanda,"Delicate, richly sweet. Green grape, almond, black tea, oak, freesia-like flowers in aroma and cup. Sweet-toned structure with gentle, round acidity; plush, syrupy mouthfeel. A quiet, satisfying finish sustains all of the aroma and flavor notes of the cup.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Musasa, Rwanda",Medium-Light,1.35,March 2020
JBC Coffee Roasters,Buzira Burundi Natural,"Crisp, sweetly spice-toned. Tangerine zest, date, magnolia, agave syrup, baking chocolate in aroma and cup. Deeply sweet structure with pert acidity; velvety-smooth mouthfeel. Finish leads with notes of tangerine zest and date supported by a baking chocolate throughline.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Murutra, Kayanza Province, Burundi",Medium-Light,1.52,March 2020
Paradise Roasters,Ka’u Yellow Caturra Champagne Natural,"High-toned, elegant, fruit-centered. Passion fruit, lemon blossom, cocoa nib, marjoram, mesquite in aroma and cup. Deeply sweet structure with citrusy acidity; crisp, satiny mouthfeel. A balanced finish centers around passionfruit and cocoa notes with undertones of savory marjoram.",https://paradiseroasters.com/,"Ka’u growing region, Big Island of Hawai’i",Medium-Light,6.24,March 2020
Big Shoulders Coffee,Burundi Kibingo,"Spice-toned, richly sweet. Baking spices, caramel, red apple, magnolia, oak in aroma and cup. Sweet structure with brisk acidity; full, satiny mouthfeel. Finish consolidates to notes of baking spices and caramel.",,"Kayanza Province, northern Burundi",Light,1.75,March 2020
Magnolia Coffee,Colombia San Pascual Natural,"Fruit-forward, richly chocolaty. Raspberry liqueur, chocolate fudge, rhododendron, molasses, cedar in aroma and cup. Sweet structure with gentle, round acidity; plush, syrupy mouthfeel. Finish consolidates to notes of dark chocolate and cedar with hints of raspberry in the long.",https://magnoliacoffeeco.com/,"Fredonia, Antioquia Department, Colombia",Medium-Light,1.33,March 2020
JBC Coffee Roasters,Birambo Village DR Congo,"Rich-toned, sweetly savory. Dried apricot, baking chocolate, lily, cedar, toasted barley in aroma and cup. Sweet-savory structure with bright, balanced acidity; full, satiny mouthfeel. A quiet finish consolidates to notes of baking chocolate and lily with undertones of cedar.",https://www.jbccoffeeroasters.com/product-category/coffee/,"South Kivu Province, Democratic Republic of the Congo",Medium-Light,1.49,March 2020
JBC Coffee Roasters,Birambo Village DR Congo Espresso,"Evaluated as espresso. Richly sweet, floral-toned. Tea rose, almond, dark chocolate, date, cedar in aroma and small cup. Crisp, velvety mouthfeel; the resonant finish centers around notes of tea rose and cedar. In three parts milk, both chocolaty and floral, with undertones of aromatic cedar and almond.",https://www.jbccoffeeroasters.com/product-category/coffee/,"South Kivu Province, Democratic Republic of the Congo",Medium-Light,1.49,March 2020
Jampot Poorrock Abbey,KonAroma Direct Trade Kona,"Richly sweet, floral- and nut-toned. Magnolia, cashew butter, cedar, maple syrup, red grape in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. Resonant finish centers around suggestions of magnolia and nut-butter.",," Kona growing district, Big Island of Hawaii",Medium,3.0,March 2020
Jampot Poorrock Abbey,Costa Rica Tarrazu Hacienda La Pradera,"Crisply sweet, balanced. Apricot, cocoa nib, freesia-like flowers, brown sugar, oak in aroma and cup. Sweetly tart structure with pert, lively acidity; satin-smooth mouthfeel. Finish consolidates to cocoa-toned apricot with undertones of freesia and oak.",,"Tarrazu, Costa Rica",Medium,1.12,March 2020
Dragonfly Coffee Roasters,Elida Natural Dragonfly Lot,"Rich-toned, fruit-forward, sweetly fermenty. Ripe blueberry, dark chocolate, Bourbon barrel, gardenia, molasses in aroma and cup. Sweet in structure with winy acidity; full, lightly syrupy mouthfeel. Resonant, flavor-saturated finish. ",https://dragonflycoffeeroasters.com/,"Alto Quiel, Panama",Medium-Light,1.67,March 2020
Beachcomber Coffee,Organic Ethiopia Yirgacheffe FTO,"High-toned, crisply sweet-tart. Apricot, cocoa nib, Meyer lemon zest, cedar, lilac in aroma and cup. Sweetly tart structure with juicy, vibrant acidity; full, satiny mouthfeel. The finish centers around notes of apricot and cocoa with lilac undertones.",,"Yirgacheffe growing region, southern Ethiopia",Medium-Light,1.67,March 2020
Telluride Coffee Roasters,Guatemala Maravillas,"Crisp, nut-toned. Pecan, raisin, ripe banana, brown sugar, a sweet hint of narcissus in aroma and cup. Bittersweet in structure, with a savory edge. Full, almost chewy mouthfeel. Nut notes prevail in a rich though drying finish. ",,"Quiché, northern Guatemala",Medium-Light,1.17,March 2020
Java D'oro Gourmet Coffee,Espresso Supremo,"Evaluated as espresso. Crisp, chocolaty, sweetly nut-toned. Baking chocolate, hazelnut, rhododendron, date, gently scorched oak in aroma and cup. Full velvety mouthfeel. Smoky, nut-toned finish with chocolate undertones. Baking chocolate, hazelnut and scorched oak carry pleasingly into three parts milk.",,Not disclosed,Medium-Dark,0.81,March 2020
Kona Farm Direct,Kona Laurina Pointu,"Intricate, pungent, deeply floral. Peach, pear, honeysuckle, black walnut, musk in aroma and cup. Brisk but very sweet in structure with a savory edge; satiny, lively mouthfeel. Crisp, flavor-saturated finish. ",,"Kona, Hawaii",Medium-Light,7.14,February 2020
Kona Farm Direct,Kona K7,"Balanced, agreeably round and sweet-toned. Toffee, table grape, pecan, clover blossom, a hint of malted barley in aroma and cup. Very sweet, gently citrusy structure; buoyant, creamy mouthfeel. Pecan and malt last in a crisp finish. ",,"Kona, Hawaii",Medium-Light,4.99,February 2020
Kona Farm Direct,Kona SL34,"Crisply sweet, meadowy. Molasses, lilac, wheat grass, fresh cucumber, fresh-cut elm in aroma and cup. Delicately sweet-savory in structure; lightly syrupy in mouthfeel. Fresh, sweet, rather simple finish.",,"Kona, Hawaii",Medium-Light,4.99,February 2020
Red Rooster Coffee Roaster,Ethiopia Dimtu,"Bright, balanced, aromatically nuanced. Nectarine, cocoa nib, star jasmine, sandalwood, a hint of lychee in aroma and cup. Sweetly tart structure with juicy acidity; lush, syrupy mouthfeel. A resonant, flavor-saturated finish fulfills the balanced, complete promise of the cup. ",https://bit.ly/2XuD3GS,"Hambela Wamena District, Guji Zone, Ethiopia",Medium-Light,1.75,February 2020
Paradise Roasters,Kona Double-Washed Black Rock Farm,"Crisply sweet, deep-toned. Hazelnut butter, orange zest, baking chocolate, fresh-cut fir, freesia in aroma and cup. Sweet structure with crisp, citrusy acidity; smooth, satiny mouthfeel. Nut-toned finish with baking chocolate and orange zest as supporting notes.",https://paradiseroasters.com/,"Kona growing region, Big Island of Hawai’i",Medium-Light,1.66,February 2020
Lone Coffee,Peru Aproselva,"Richly sweet, chocolaty. Chocolate fudge, scorched cedar, Brazil nut, raisin, lily in aroma and cup. Sweet-toned structure with gentle, round acidity; full satiny mouthfeel. Finish centers around deep chocolate and smoky aromatic wood notes.",,"Junin, Peru",Medium,1.25,February 2020
Jackrabbit Java,Tanzania AA Karatu Estate,"Rich-toned, deeply sweet-savory. Tamarind, freesia, candycap mushroom, cedar, agave syrup in aroma and cup. Savory-sweet structure with juicy, vibrant acidity; smooth, satiny mouthfeel. The resonant finish centers on notes of tamarind and freesia with savory undertones suggesting candy cap mushroom.",https://jackrabbitjava.com/,"Karatu, Tanzania",Medium-Light,1.0,February 2020
Revel Coffee,Ethiopia Yetagesu Bulebula,"Bright, vibrant, sweetly tart. Apricot, pink grapefruit zest, jasmine, oak, cocoa nib in aroma and cup. High-toned, sweet-tart in structure with juicy acidity; satiny mouthfeel. The crisp, long finish leads with notes of apricot and grapefruit supported by cocoa nib.",https://revelcoffee.com/,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,1.46,February 2020
Cloud City Coffee,Ethiopia Guji Darii Kojowa Grade 1,"Richly fruit-centered, deeply sweet. Dried blueberry, magnolia, cashew, cedar, baking chocolate in aroma and cup. Sweet in structure with gentle, round acidity; full, velvety mouthfeel. A fruit-toned finish that leads with blueberry and magnolia in the short, cedar in the long, and baking chocolate throughout.",,"Guji Zone, Oromia region, southern Ethiopia",Medium-Light,1.5,February 2020
Temple Coffee Roasters,Kenya Kevota Makengi,"Pungent, sweet-savory, big-bodied. Grapefruit, dark chocolate, cedar, sarsaparilla, ginger blossom in aroma and cup. Sweetly brisk in structure; full, velvety mouthfeel. Flavor consolidates in a simple but richly resonant finish.",https://www.templecoffee.com,Central Kenya,Medium,1.88,February 2020
Temple Coffee Roasters,Ethiopia Reko Estate Yirgacheffe,"Sweet, quietly intense, floral-toned. Rose, sandalwood, cashew, lemon verbena, a hint of mace in aroma and cup. Crisp and balanced in structure; silky mouthfeel. Flowers carry on deep into the finish.",https://www.templecoffee.com,"Yirgacheffe growing region, Ethiopia",Medium-Light,1.62,February 2020
Vascobelo,Le Roi Espresso,"Evaluated as espresso. Sweetly and roundly brisk. Blood orange, baking chocolate, walnut, cedar, a hint of sweet, wisteria-like flowers in aroma and small cup. Velvety mouthfeel; chocolate and the floral hint come forward in a balanced finish. In three parts milk, a cedary chocolate pleasingly dominates.",,Brazil; Costa Rica; Zambia; Java; Rwanda,Medium,,February 2020
Paradise Roasters,Ethiopia Sidama Anaerobic,"Sweet, soft, gently tart-pungent. Buttery dark chocolate, cashew butter, lemon drop, date, orange blossom in aroma and cup. Balanced and roundly complete in taste structure; syrupy but buoyant in mouthfeel. Chocolate and lemon in particular persist in a deep, lasting finish.",https://paradiseroasters.com/,"Sidama (also Sidamo) region, Ethiopia",Medium-Light,1.65,February 2020
Bird Rock Coffee Roasters,Kenya Kiri Peaberry,"Nuanced, richly sweet, spice-toned. Mulberry, baking spices, hop flowers, toffee, cedar in aroma and small cup. Sweet-savory structure with juicy, vibrant acidity; lush, syrupy mouthfeel. The finish is long and resonant, centered around toffee and baking spices.",http://bit.ly/2CcjgEd,"Ngiriambu District, Kenya",Medium-Light,1.58,February 2020
Jackrabbit Java,Kenya Nyeri AA Ichuga,"Rich-toned, chocolaty. Dark chocolate, red currant, freesia, clove, molasses in aroma and cup. Sweet structure with gentle, round acidity; full, satiny mouthfeel. A quiet finish leads with chocolate and magnolia notes in the short, clove and molasses in a gently drying long.",https://jackrabbitjava.com/,"Nyeri growing region, south-central Kenya",Medium,1.0,February 2020
JBC Coffee Roasters,Wolde Hirbe Natural Espresso,"Evaluated as espresso. Crisply sweet, floral-toned. Molasses, plumeria, fir, date, orange zest in aroma and small cup. Full, creamy body; deeply sweet floral- and citrus-toned finish. In three parts milk, the molasses notes are amplified, as are plumeria and fir.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Gedeo Zone, southern Ethiopia",Medium-Light,1.53,February 2020
Jackrabbit Java,Hacienda La Esmeralda Geisha Panama,"Delicate, crisply sweet-tart. Mango, cedar, cocoa nib, sugar cane, a hint of honeysuckle in aroma and cup. Sweet in structure with crisp, citrusy acidity; lightly silky mouthfeel. Martini-like finish, very crisp and dry.",https://jackrabbitjava.com/,"Boquete growing region, western Panama",Medium-Light,3.75,February 2020
JBC Coffee Roasters,San Sebastian Colombia,"Soft, deep, crisply chocolaty. Baking chocolate, pistachio, black cherry, candied pecan, a hint of black peppercorn in aroma and cup. Roundly sweet-savory in structure; full, syrupy mouthfeel. Pecan in particular carries into a quiet, layered finish.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Huila Department, southwestern Colombia",Medium-Light,1.48,February 2020
JBC Coffee Roasters,La Coipa Peru,"Rich, roundly bittersweet. Nutmeg, peach, caramel, spicy chocolate, carnation-like flowers in aroma and cup. Balanced and crisp in structure; buoyant and lightly satiny in mouthfeel. Sweet and flavor-saturated in the short finish, tapering to richly drying in the long.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Cajamarca growing region, Peru",Medium-Light,1.35,February 2020
Counter Culture Coffee,Idido," High-toned, crisply sweet-tart. Lemon zest, cocoa nib, freesia-like flowers, apricot, fresh-cut oak in aroma and cup. Tart-leaning structure with juicy, vibrant acidity; crisp, satiny mouthfeel. A resonant finish centers around lemon zest and cocoa nib.",,"Yirgacheffe growing region, south-central Ethiopia",Medium-Light,1.25,February 2020
Equator Coffees,Ethiopia FTO,"Crisp, delicately sweet-toned. Bergamot, Fig Newton, baking chocolate, magnolia, cedar in aroma and cup. Sweet structure with gentle, round acidity; velvety-smooth mouthfeel. A crisp finish consolidates to notes of baking chocolate, dried fig, and cedar.",https://www.equatorcoffees.com/,Ethiopia,Medium-Light,1.5,February 2020
Larry's Coffee,Ethiopia Sidamo,"Richly sweet, roast-rounded. Dark chocolate, gardenia, gently scorched cedar, red plum, hazelnut in aroma and cup. Sweet structure with little discernible acidity; full, creamy mouthfeel. A chocolate-driven finish is supported by notes dark chocolate, gardenia and hazelnut.",,"Sidamo (also Sidama) growing region, southern Ethiopia",Medium,1.17,February 2020
Big Shoulders Coffee,Colombia,"Cocoa-toned, crisply sweet. Baking chocolate, golden raisin, magnolia, almond, cedar in aroma and cup. Sweet-toned structure with brisk acidity; satiny-smooth mouthfeel. Quiet finish that leads with baking chocolate and magnolia in the short, raisin and almond in the long.",,Colombia,Medium,0.91,February 2020
Allegro Coffee Roasters,Kenya Zuri,"Deep, sweet, chocolaty. Chocolate fudge, black cherry, fresh-cut fir, hibiscus blossom, brown sugar in aroma and small cup. Sweet-tart structure with crisp, apple-like acidity; velvety-smooth mouthfeel. Gently drying finish with a chocolate throughline and fir undertones.",,Kenya,Medium,1.25,February 2020
Cafe Femenino,Guatemala Dark Roast FTO,"Sweetly roast-framed, cocoa-toned. Cocoa powder, dried date, gently scorched oak, lily, cashew in aroma and cup. Bittersweet structure with little perceptible acidity; full, velvety mouthfeel. Cocoa-driven finish with undertones of date and scorched oak.",,"Sololá, Guatemala",Medium-Dark,1.17,February 2020
3-19 Coffee,Honduras Atanacio Nolasco,"Crisp, sweetly nut-toned. Hazelnut, red apple, cocoa nib, pink peppercorn, fresh-cut fir in aroma and cup. Sweet-toned structure with crisp, gentle acidity; full, satiny mouthfeel. Finish consolidates to hazelnut and fir with a hint of red apple.",,"Santa Elena, La Paz, Honduras",Medium,1.5,February 2020
Joe Van Gogh,Ethiopia Sidamo,"Cleanly fruit-toned, aromatic wood-framed. Strawberry, sandalwood, almond butter, freesia-like flowers, maple syrup in aroma and cup. Sweet-tart structure with crisp, fruity acidity; delicate, silky mouthfeel. 
The finish is all fruit and sandalwood into the long.",,"Sidamo (also Sidama) growing region, southern Ethiopia",Medium-Light,1.17,February 2020
Signature Reserve,Sidamo Suke Quto,"Cocoa- and citrus-toned. Orange zest, cocoa powder, magnolia, almond, oak in aroma and cup. Sweet-tart structure with brisk acidity; full, satiny mouthfeel. Wood-framed finish with supporting notes of orange zest and cocoa powder.",,"Sidamo (also Sidama) growing region, southern Ethiopia",Medium,0.94,February 2020
Cameron’s Coffee,Guatemala (from bulk bin),"Balanced, sweet-toned. Baking chocolate, almond, date, molasses, magnolia in aroma and cup. Bittersweet structure with little perceptible acidity; satiny-smooth mouthfeel. A rather muted finish centers around almond and baking chocolate. ",,Guatemala,Medium,0.44,February 2020
HT Traders,Colombia,"Rich-toned, chocolaty. Dark chocolate, cedar, rhododendron, date, sassafras in aroma and cup. Bittersweet structure with gently tart acidity; light, silky mouthfeel. A quiet finish consolidates around notes of dark chocolate and rhododendron.",,Colombia,Medium-Dark,0.42,February 2020
Eight O'Clock Coffee,Colombia,"Crisply sweet, cocoa-toned. Cocoa powder, scorched fir, raisin, hazelnut, a sweet-sour yogurt-like hint in aroma and cup. Bittersweet structure with pert acidity; smooth mouthfeel. Cocoa-toned finish with undertones of scorched fir and raisin.",,Colombia,Medium,0.42,February 2020
Hill's Bros. Coffee,100% Guatemalan,"Sweetly nut-toned, roasty. Hazelnut, baking chocolate, gently scorched cedar, gardenia, prune in aroma and cup. Bittersweet structure with barely perceptible acidity; thinnish mouthfeel. The finish consolidates to hazelnut and scorched cedar with a hint of baking chocolate.",,Guatemala,Medium-Dark,0.28,February 2020
Starbucks Coffee,Sumatra Dark,"Roast-dominant, smoky-sweet. Dark chocolate, burned mesquite, lily, prune, fresh earth in aroma and cup. Bittersweet structure with barely perceptible acidity; heavy, smooth mouthfeel. Persistent dark chocolate notes lift a rather bitter, earthy finish.",,"Sumatra, Indonesia",Dark,0.87,February 2020
Hula Daddy Kona Coffee,100% Kona Bourbon Pointu Laurina,"Deeply and sweetly pungent; layered and intricate. Dark chocolate, raspberry, freesia, port wine, a hint of fresh, fragrant tobacco in aroma and cup. Balanced, quietly forceful in its sweet-savory structure; light but exceptionally silky in mouthfeel. All notes ring on in a layered, flavor-saturated finish.",http://bit.ly/2oBDGmP,"Holualoa, North Kona growing district, “Big Island” of Hawaii",Medium-Light,7.87,February 2020
Bird Rock Coffee Roasters,Guatemala Maragogype La Providencia,"Richly sweet-tart, floral-toned. Pomegranate, wisteria, maple syrup, pink grapefruit zest, cocoa nib in aroma and cup. Tart-leaning structure with juicy, buoyant acidity; crisp, satiny mouthfeel. Sweetly tart in the short finish with pomegranate and pink grapefruit; cocoa nib and wisteria resurface in the long.",http://bit.ly/2CcjgEd,"Huehuetenango, Guatemala",Medium-Light,1.58,February 2020
Red Rooster Coffee Roaster,El Salvador Finca El Cerro Natural,"High-toned, crisply sweet-tart. Strawberry, tangerine zest, cocoa nib, jasmine, cedar in aroma and cup. Sweetly tart structure with juicy, citrus-like acidity; viscous, buoyant mouthfeel. The finish centers around notes of strawberry and cocoa nib with undertones of tangerine zest.",https://bit.ly/2XuD3GS,"Apaneca-Ilamatepec Mountain Range, El Salvador",Medium-Light,1.92,February 2020
JBC Coffee Roasters,Halo Hartume Espresso,"Evaluated as espresso. Complex, richly sweet-savory. Jasmine, dark chocolate, cannabis flower, almond paste, tamarind in aroma and small cup. Viscous, syrupy body; long, richly drying, flavor-saturated mouthfeel. In cappuccino-scaled milk, floral and savory notes (jasmine, cannabis) play harmoniously, supported by dark chocolate.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Gedeb District, Gedeo Zone, Ethiopia",Medium-Light,1.49,January 2020
Paradise Roasters,Ethiopia Yirgacheffe Espresso Mekuriya Gobena,"Evaluated as espresso. Bright, sweetly tart, high-toned. Black cherry, chocolate fudge, almond butter, freesia-like flowers, sandalwood in aroma and small cup. Crisp, satiny mouthfeel; resonant fruit-toned finish. Particularly floral-saturated in three parts milk, with dark chocolate and cherry undertones.",https://paradiseroasters.com/,"Yirgacheffe growing region, southern Ethiopia",Medium,1.66,January 2020
Battlecreek Coffee Roasters,Ethiopia Shakiso,"Rich-toned, fruit-forward, deeply sweet. Strawberry jam, cocoa nib, ginger flower, fresh-cut fir, maple syrup in aroma and cup. Sweet in structure with brisk acidity; plush, syrupy mouthfeel. The resonant finish centers on strawberry and cocoa notes supported by spice-toned florals.",,"Odo Shakiso District, Guji Zone, Oromia region, southern Ethiopia",Medium-Light,1.5,January 2020
Paradise Roasters,Madagascar Yellow Bourbon Santatra Coop,"Delicately sweet-tart, nut-toned. Hazelnut, lime zest, baking chocolate, date, fresh-cut oak in aroma and cup. Sweet in structure with round, gentle acidity; full, velvety mouthfeel. Finish consolidates to notes of hazelnut and lime zest with undertones of baking chocolate. ",https://paradiseroasters.com/,Madagascar,Medium-Light,2.49,January 2020
Lexington Coffee Roasters,Giusto Organic Espresso Blend,"Evaluated as espresso. Richly sweet-tart, citrus- and chocolate-driven. Chocolate fudge, pink grapefruit zest, hazelnut butter, black cherry, cedar in aroma and small cup. Full, syrupy mouthfeel; resonant, chocolaty finish. Levitatingly sweet in three parts milk, with leading notes of chocolate fudge and pink grapefruit zest.",http://www.lexingtoncoffee.com,Not disclosed,Medium,1.19,January 2020
Press House Coffee,Finca La Montana Costa Rica,"Cocoa- and fruit-driven. Dark chocolate, dried apricot, gently scorched oak, lime zest, gardenia in aroma and cup. Sweet in structure with gentle, round acidity; lightly syrupy mouthfeel. The finish consolidates to wood-framed dark chocolate and dried apricot. ",,"Tarrazu, Costa Rica",Medium,1.14,January 2020
Bluekoff Company,Thai-Laos Espresso Blend (A4+A4.5+A5),"Evaluated as espresso. Richly nut-toned, deeply chocolaty. Dark chocolate, almond butter, magnolia-like flowers, date, cedar in aroma and small cup. Crisp satiny mouthfeel; resonant finish that consolidates to almond and dark chocolate. In three parts milk, both nut and chocolate tones are amplified, and the florals notes hold their own.",,Thailand; Laos,Medium,,January 2020
Paradise Roasters,Ecuador Eugenioides Natural Finca Perla Negra,"Round, sweet, complex, original. Magnolia, musk, lemon verbena, maple syrup, complex fruit (peach, jackfruit) in aroma and cup. Balanced, sweetly low-toned in structure; buoyant and satiny in mouthfeel. Rich, round, pungently layered finish: peach, magnolia. ",https://paradiseroasters.com/,"Pichincha, northern Ecuador",Medium-Light,,January 2020
Paradise Roasters,Panama Esmeralda Geisha Natural,"Vibrantly sweet, resonantly floral, cocoa-toned. Lavender, cocoa nib, kumquat, fine musk, toffee in aroma and cup. Sweetly tart structure with bright, juicy acidity; crisp yet syrupy mouthfeel. Flavor-saturated finish that sustains each note from the cup in long, ringing clarity. ",https://paradiseroasters.com/,"Boquete growing region, western Panama",Medium-Light,4.99,December 2019
Paradise Roasters,Ethiopia Suke Quto Honey,"Delicate, complex, multi-layered. Bergamot, dark chocolate, nougat, narcissus, cedar in aroma and cup. Richly sweet-savory structure with citrusy acidity; full, syrupy mouthfeel. The floral- and fruit-driven finish is supported by chocolate and aromatic wood notes.",https://paradiseroasters.com/,"Guji Zone, Oromia Region, south-central Ethiopia",Medium-Light,1.65,December 2019
Mother Pigeons,Ceri Ceri Meriah Coffee,"Complex, multi-layered, crisply sweet-tart. Apricot, almond, honeysuckle, oak, maple syrup in aroma and cup. Sweetly tart structure with juicy, bright acidity; viscous, syrupy mouthfeel. Resonant, flavor-saturated finish that consolidates to apricot and oak in the long.",,"West Java, Indonesia",Medium-Light,,December 2019
Mother Pigeons,Alamendah Patuha Coffee,"Richly sweet-savory. Concord grape, freesia, cedar, molasses, orange zest in aroma and cup. Sweetly savory structure with round, gentle acidity; full, syrupy mouthfeel. Crisply sweet finish centered around notes of Concord grape, molasses and cedar.",,"West Java, Indonesia",Medium,,December 2019
Paradise Roasters,Puna Champagne Natural Anaerobic,"High-toned, richly fruit-forward, balanced. Strawberry guava, jasmine, cocoa nib, sandalwood, pink grapefruit zest in aroma and cup. Sweet-tart structure with crisp, bright acidity; vibrantly plush, syrupy mouthfeel. The resonant finish centers around guava and jasmine notes with undertones of cocoa nib.",https://paradiseroasters.com/,"Puna, Big Island of Hawai’i",Medium-Light,4.99,December 2019
Durango Coffee Company,Costa Rica Las Lajas Red Honey,"Deeply sweet, subtly tart, nuanced. Ripe blueberry, freesia-like flowers, almond, fresh-cut cedar, nougat in aroma and cup. Sweetly fruit-toned structure with round acidity; full, syrupy mouthfeel. Finish consolidates to notes of blueberry and nougat with undertones of cedar. ",https://www.durangocoffee.com/,"Sabanilla de Alajuela, Costa Rica",Medium,1.33,December 2019
JBC Coffee Roasters,Refisa Ethiopia,"High-toned, crisply sweet-tart. Plum, bergamot, cedar, freesia-like flowers, maple syrup in aroma and cup. Vibrant, sweetly tart structure with juicy acidity; crisp, satiny mouthfeel. The long-lasting finish consolidates to notes of plum and bergamot with undertones of cedar and maple syrup.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Nensebo Woreda, Sidama, Ethiopia",Medium-Light,1.4,December 2019
JBC Coffee Roasters,La Lindura Colombia,"Cocoa-toned, richly sweet. Cocoa nib, apricot, orange zest, cedar, magnolia in aroma and cup. Sweet in structure with crisp, balanced acidity; smooth, silky mouthfeel. Cocoa notes are the throughline in the finish, with hints of apricot and orange zest in the long.",https://www.jbccoffeeroasters.com/product-category/coffee/,"Dolores, Tolima Department, Colombia",Medium-Light,1.35,December 2019
San Francisco Bay Coffee,Butare Huye of Rwanda,"Richly sweet, balanced. Orange zest, baking chocolate, black tea, pear, oak in aroma and cup. Sweet-tart in structure with brisk acidity; satiny-smooth mouthfeel. The resonant though tannic finish is carried by notes of baking chocolate and fresh-cut cedar.",https://sfbaycoffee.com/,Rwanda,Medium,1.5,December 2019
San Francisco Bay Coffee,La Finca Medina of Guatemala,"Crisp, sweetly nut-toned. Hazelnut butter, magnolia, molasses, date, gently scorched cedar in aroma and cup. Sweet-toned structure with gentle, round acidity; velvety mouthfeel. The rich though drying finish centers around nut and cedar notes.",https://sfbaycoffee.com/,Guatemala,Medium,1.5,December 2019
San Francisco Bay Coffee,Peaberry Blend,"Roast-prominent, chocolaty, wood-framed. Dark chocolate, lily-like flowers, raisin, scorched fir, brown sugar in aroma and cup. Sweet-savory structure with mild acidity; full, satiny mouthfeel. The gently drying, chocolaty finish is supported by smoky fir and raisin notes.",https://sfbaycoffee.com/,Kona; Panama; Mexico,Medium,1.5,December 2019
Highwire Coffee Roasters,2019 Celebration,"Richly sweet-savory, deeply chocolaty. Dark chocolate, fine musk, black cherry, gently scorched cedar, wisteria in aroma and cup. Sweet-savory structure with gentle, rounded acidity; full, creamy mouthfeel. The chocolaty finish is given further depth by suggestions of black cherry and musk, all ensconced in a gently smoky cedar.",,Kenya; Guatemala,Medium,1.56,December 2019
Red Rooster Coffee Roaster,Holiday Sweet Blend,"Richly fruit- and cocoa-toned. Blueberry, tamarind, chocolate fudge, oak, freesia-like flowers in aroma and cup. Richly sweet-tart structure with brisk acidity; very syrupy mouthfeel. Crisp, chocolaty finish with undertones of blueberry and oak.",https://bit.ly/2XuD3GS,Ethiopia; Colombia,Medium,1.58,December 2019
Wonderstate Coffee,Winter Solstice Blend,"Crisply sweet, rich-toned. Pear, baking chocolate, magnolia, fresh-cut fir, almond butter in aroma and cup. Deeply sweet structure with gentle acidity; plush, syrupy, yet lively mouthfeel. Cocoa-toned finish with pretty notes of magnolia and fresh-cut fir.",http://bit.ly/3nZ3nX1,Peru,Medium-Light,1.25,December 2019
Temple Coffee Roasters,Festivity Blend,"Crisply sweet, richly chocolaty. Date, grapefruit zest, baking chocolate, pink peppercorn, hazelnut in aroma and cup. Bittersweet structure with brisk acidity; full, velvety mouthfeel. The quietly flavor-saturated finish centers around baking chocolate and grapefruit.",https://www.templecoffee.com,Ethiopia; Guatemala,Medium,1.5,December 2019
Detour Coffee Roasters,Holiday Blend,"Spice-toned, deeply sweet. Blueberry, lavender, fresh-cut cedar, molasses, baking spices in aroma and cup. Richly sweet structure with lively acidity; satiny-smooth mouthfeel. Quiet, sweetly spice-toned finish.",,Ethiopia; Kenya; Costa Rica,Medium,1.7,December 2019
Modern Times Coffee,Invincible Sun God,"Deeply fruit- and spice-toned, richly sweet. Dark chocolate, cranberry sauce, hop flowers, cedar, molasses in aroma and cup. Sweet structure with gentle acidity; full, creamy mouthfeel. Richly drying finish, with cranberry in the short, cedar and molasses in the long, and dark chocolate throughout.",,Kenya; Ethiopia; Brazil,Medium-Light,1.33,December 2019
